@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute outputs-1 {0,1,2,3,4,5}
@attribute outputs-2 {0,1,2,3,4,5}

@data
2476,'2016/11/03 14:07:15:672',51,-22.964546,-14.483948,37.312378,-74.997986,-32.984055,77.887451,-36.527138,-16.08371,-91.802872,-60.058334,-19.373367,-6.578766,-107.50415,-15.586792,-91.287483,-97.047897,-19.831108,-10.637329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2477,'2016/11/03 14:07:15:723',51,-22.786285,-14.709167,36.952057,-74.775597,-33.118912,77.874908,-36.63327,-15.802979,-91.874588,-59.998863,-19.35424,-6.5336,-107.576706,-15.533447,-90.926949,-96.992088,-19.882286,-10.386688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2478,'2016/11/03 14:07:15:772',51,-22.632927,-15.011765,36.870758,-74.853951,-32.76152,78.54068,-36.756767,-15.465088,-91.353897,-60.061615,-19.091171,-5.965363,-107.64386,-15.325546,-90.391373,-97.054688,-19.612816,-9.830872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2479,'2016/11/03 14:07:15:823',51,-22.834251,-14.230728,37.601669,-75.004456,-31.999123,79.439484,-36.829933,-15.171539,-90.722908,-60.173409,-18.571136,-5.314178,-107.569794,-15.262711,-90.173279,-97.155594,-19.265335,-9.414871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2480,'2016/11/03 14:07:15:871',51,-22.812073,-14.006348,37.942078,-74.971436,-31.821732,79.595581,-36.886215,-15.02092,-90.684708,-60.158783,-18.412956,-5.19313,-107.480713,-15.112183,-90.089035,-97.138947,-19.155258,-9.310089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2481,'2016/11/03 14:07:15:922',51,-22.794258,-13.988251,38.109421,-74.919174,-31.886177,79.576385,-36.935852,-14.843567,-90.664078,-60.134727,-18.386955,-5.130814,-107.385818,-14.946747,-89.989326,-97.114342,-19.15509,-9.234772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2482,'2016/11/03 14:07:15:971',51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2483,'2016/11/03 14:07:16:023',51,-22.671051,-14.239944,38.317993,-74.972374,-31.469681,80.698853,-36.878433,-15.139313,-89.932938,-60.090546,-18.304886,-4.310806,-107.32016,-15.073471,-89.265411,-97.077583,-18.88504,-8.354156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2484,'2016/11/03 14:07:16:071',51,-22.667549,-14.679138,37.396088,-75.115433,-31.298729,80.768127,-36.799934,-15.050079,-89.628387,-60.134598,-18.08519,-4.11499,-107.665527,-14.938675,-88.875336,-97.132156,-18.338097,-7.992554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2485,'2016/11/03 14:07:16:122',51,-22.776077,-14.38649,37.210876,-75.190971,-31.085556,80.451874,-36.719078,-15.107971,-89.735809,-60.250633,-17.785561,-4.365051,-107.910629,-14.580078,-88.96534,-97.250069,-18.033318,-8.169281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2486,'2016/11/03 14:07:16:175',51,-23.095901,-13.815353,37.127563,-75.432884,-30.884171,79.648254,-37.090286,-14.437469,-90.296707,-60.560844,-17.295944,-4.893509,-108.259796,-13.974472,-89.417862,-97.558334,-17.653328,-8.715057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2487,'2016/11/03 14:07:16:223',51,-23.20945,-13.757996,37.085022,-75.52076,-31.044586,79.151855,-37.343315,-14.227219,-90.681091,-60.704315,-17.24826,-5.190796,-108.468124,-13.632477,-89.466293,-97.705597,-17.565514,-8.881805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2488,'2016/11/03 14:07:16:271',51,-23.449608,-13.304321,37.408783,-75.635162,-31.052238,78.921692,-37.570518,-14.050156,-90.874184,-60.849487,-17.138794,-5.306656,-108.606384,-13.361801,-89.494514,-97.851173,-17.472969,-8.969513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2489,'2016/11/03 14:07:16:323',51,-23.561569,-13.040146,37.507431,-75.647926,-30.997467,78.957062,-37.734917,-13.983215,-90.959946,-60.926422,-17.058075,-5.287735,-108.608002,-13.298859,-89.420387,-97.930191,-17.406799,-8.851456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2490,'2016/11/03 14:07:16:372',51,-23.631256,-13.106216,37.27092,-75.631912,-31.14225,78.936646,-37.915916,-13.982361,-91.031532,-61.012253,-17.101898,-5.263062,-108.610336,-13.299301,-89.293335,-98.017532,-17.509247,-8.71521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2491,'2016/11/03 14:07:16:423',51,-23.880623,-13.560364,36.782272,-75.812614,-31.808548,78.200439,-38.374603,-13.713196,-91.342415,-61.329369,-17.314049,-5.549347,-108.982895,-13.049469,-89.156349,-98.33931,-17.721031,-8.786697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2492,'2016/11/03 14:07:16:471',51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2493,'2016/11/03 14:07:16:522',51,-24.595749,-13.289886,36.519135,-76.593445,-31.134575,79.010223,-39.142807,-13.982346,-91.196297,-62.076057,-17.073311,-5.238602,-109.638535,-13.093582,-88.981148,-99.088394,-17.407494,-8.419922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2494,'2016/11/03 14:07:16:574',51,-24.84478,-12.63562,36.376389,-76.541534,-30.929527,79.185242,-39.435738,-13.900208,-91.442276,-62.214699,-16.956375,-5.303848,-109.9077,-13.035309,-88.729958,-99.229637,-17.400063,-8.255371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2495,'2016/11/03 14:07:19:171',52,-31.998932,-20.205101,13.418579,-81.917038,-33.292702,75.246277,-56.235649,-22.788376,-107.345001,-70.874405,-21.748901,-13.79007,-125.920639,-19.53244,-85.331436,-107.860962,-21.113022,-9.787933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2496,'2016/11/03 14:07:19:223',52,-32.722977,-20.09816,14.507065,-83.236671,-33.128082,74.302155,-55.891701,-22.209381,-107.108475,-71.396278,-21.389542,-14.122528,-125.504654,-18.622063,-87.813202,-108.40834,-20.671341,-11.414063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2497,'2016/11/03 14:07:19:271',52,-33.559204,-19.661003,15.174484,-84.371628,-33.021217,73.303192,-55.719353,-21.791779,-107.066025,-72.033966,-21.094711,-14.657257,-125.379578,-18.604523,-90.236145,-109.070541,-20.704987,-13.129227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2498,'2016/11/03 14:07:19:323',52,-34.349136,-19.362694,15.102585,-85.3284,-33.226723,71.679657,-55.784019,-21.546371,-107.798859,-72.689171,-21.021629,-15.828934,-125.422905,-18.516212,-92.652725,-109.734375,-20.874214,-15.063232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2499,'2016/11/03 14:07:19:373',52,-34.783829,-20.146896,14.310364,-85.994972,-33.568558,70.706543,-56.071754,-21.655891,-108.456947,-73.161362,-21.302055,-16.622574,-125.587357,-18.294205,-93.760696,-110.204575,-20.936546,-15.980103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2500,'2016/11/03 14:07:19:423',52,-35.224632,-19.882378,14.342072,-86.440948,-33.385658,70.547089,-56.281769,-21.603424,-108.515701,-73.562241,-21.197884,-16.832611,-125.666901,-18.4282,-94.475937,-110.607986,-20.963005,-16.4039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2501,'2016/11/03 14:07:19:471',52,-35.417587,-20.080902,14.290253,-86.690407,-33.522102,70.357239,-56.345192,-21.627419,-108.560219,-73.747131,-21.322418,-16.970779,-125.668816,-18.418762,-94.796883,-110.792267,-21.025734,-16.594269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2502,'2016/11/03 14:07:19:523',52,-35.632774,-19.772194,14.364243,-86.766479,-33.539551,70.410767,-56.275574,-21.742538,-108.436958,-73.794952,-21.382889,-16.942383,-125.519302,-18.54052,-94.973251,-110.83989,-21.067368,-16.598389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2503,'2016/11/03 14:07:19:572',52,-35.704956,-19.853859,14.65094,-86.935196,-33.441238,70.529663,-56.13253,-21.832268,-108.182137,-73.853188,-21.38279,-16.85141,-125.384262,-18.651031,-95.259659,-110.898514,-21.072281,-16.710968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2504,'2016/11/03 14:07:19:623',52,-35.645752,-19.992767,14.836884,-86.960686,-33.298714,70.650024,-56.03186,-21.854858,-108.066177,-73.876152,-21.351151,-16.837723,-125.374954,-18.745125,-95.326447,-110.921875,-21.067955,-16.731476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2505,'2016/11/03 14:07:19:674',52,-35.616859,-19.884171,14.386642,-86.793503,-32.735214,71.180969,-56.461716,-21.809479,-108.256111,-74.13533,-21.131111,-16.895752,-125.948196,-19.334602,-94.761147,-111.181839,-21.129066,-16.312393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2506,'2016/11/03 14:07:19:723',52,-35.729706,-18.826233,11.985153,-85.731133,-31.846786,72.693512,-58.480736,-21.799446,-109.227844,-74.749992,-20.78331,-16.807037,-128.162064,-20.015366,-90.827728,-111.76207,-21.177299,-13.662109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2507,'2016/11/03 14:07:19:772',52,-35.61586,-18.517784,9.446533,-84.628517,-31.246506,73.835144,-60.227325,-21.83902,-110.035469,-75.081421,-20.534447,-16.651398,-130.003174,-20.010002,-86.710854,-112.023193,-20.877647,-11.004349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2508,'2016/11/03 14:07:19:824',52,-34.99308,-17.600639,7.317322,-82.952728,-30.349884,74.791412,-61.166695,-21.395775,-110.654327,-74.761421,-19.932549,-16.49176,-130.904724,-19.778862,-83.015053,-111.605301,-20.403442,-8.659668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2509,'2016/11/03 14:07:19:871',52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2510,'2016/11/03 14:07:19:924',52,-33.210732,-16.082474,8.683823,-80.372185,-29.208336,77.843903,-60.484627,-19.667198,-108.361519,-73.126534,-18.593529,-13.611542,-130.008682,-18.20945,-77.574158,-109.879883,-19.039848,-4.158813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2511,'2016/11/03 14:07:19:973',52,-32.229492,-14.100327,10.199005,-78.775551,-28.654495,79.041779,-59.346268,-18.502892,-107.135437,-71.874504,-17.770439,-12.299942,-128.931427,-17.86132,-75.811829,-108.600693,-18.655617,-2.62854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2512,'2016/11/03 14:07:20:023',52,-31.202202,-13.472351,11.159485,-77.543755,-28.924126,79.169617,-58.145065,-17.84803,-106.617104,-70.680489,-17.563675,-11.770599,-127.754623,-17.412643,-75.234924,-107.403198,-18.543701,-2.108856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2513,'2016/11/03 14:07:20:071',52,-30.329742,-12.883926,10.932831,-76.27195,-28.988007,79.038483,-57.454971,-17.250809,-106.702652,-69.69503,-17.297539,-11.69252,-126.955002,-16.957443,-74.416084,-106.386536,-18.31208,-1.571609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2514,'2016/11/03 14:07:20:124',52,-29.464569,-12.845367,10.285309,-75.102089,-28.802971,79.53183,-56.97625,-17.044899,-106.437485,-68.809959,-17.035683,-11.213013,-126.317703,-16.485001,-72.889076,-105.462982,-17.803596,-0.379837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2515,'2016/11/03 14:07:20:171',52,-29.119942,-12.642181,9.671478,-74.260139,-28.53405,80.413269,-57.287628,-16.553268,-105.904366,-68.482506,-16.640808,-10.357788,-126.368515,-15.817947,-70.424255,-105.063553,-17.225311,1.523056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2516,'2016/11/03 14:07:20:223',52,-28.954643,-11.822586,9.064545,-73.178146,-28.050743,81.740234,-57.892868,-15.802505,-105.026985,-68.270912,-16.002106,-9.099182,-126.628662,-15.411865,-67.098831,-104.737595,-16.73317,4.118256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2517,'2016/11/03 14:07:20:271',52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2518,'2016/11/03 14:07:20:324',52,-28.458984,-11.755569,9.053406,-71.721809,-28.270737,83.654755,-58.86541,-15.088943,-103.39296,-67.960266,-15.729874,-6.939087,-127.044052,-14.657852,-61.652435,-104.240463,-16.419464,8.286713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2519,'2016/11/03 14:07:20:371',52,-27.577827,-11.674927,9.599533,-70.494118,-28.520004,84.509583,-58.423386,-15.005707,-102.51535,-67.092796,-15.741455,-5.90741,-126.361641,-14.605057,-59.709,-103.314064,-16.512115,9.867188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2520,'2016/11/03 14:07:20:420',52,-26.363777,-11.376633,10.43634,-69.219772,-28.66732,84.725769,-57.10743,-15.477921,-102.230568,-65.80262,-15.824356,-5.623779,-124.88578,-14.998322,-59.863235,-102.033646,-16.711227,10.013153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2521,'2016/11/03 14:07:20:472',52,-25.214233,-11.407089,12.93602,-68.787758,-29.168655,84.592773,-54.672699,-16.231934,-101.579445,-64.375519,-16.128342,-5.374756,-122.635696,-15.167664,-62.55043,-100.767815,-17.010147,8.611938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2522,'2016/11/03 14:07:20:524',52,-24.353065,-11.819672,17.024567,-69.616005,-29.905075,83.636108,-50.623741,-16.769333,-100.268867,-62.76519,-16.435089,-5.236588,-118.782982,-14.890167,-69.244385,-99.471207,-17.068459,4.884995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2523,'2016/11/03 14:07:20:571',52,-24.02256,-12.709198,23.918198,-72.454445,-30.862892,80.413147,-43.505699,-16.013794,-97.018013,-60.729134,-16.544388,-5.331879,-111.655724,-14.609283,-82.605202,-97.761749,-17.040558,-3.631256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2524,'2016/11/03 14:07:20:623',52,-25.846954,-11.442734,29.442917,-75.594406,-32.201141,73.498291,-37.669228,-14.029755,-94.415665,-60.077675,-16.397949,-7.757355,-104.75444,-16.327621,-97.719116,-96.830704,-18.565292,-15.337769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2525,'2016/11/03 14:07:20:673',52,-29.468971,-10.049942,31.132629,-79.455124,-32.622314,67.009399,-35.451424,-12.968475,-93.339722,-61.502563,-16.230331,-11.265259,-100.320633,-19.054604,-109.69429,-97.521126,-20.046181,-25.781586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2526,'2016/11/03 14:07:20:724',52,-32.673782,-10.931412,29.566833,-83.226418,-33.736885,60.726196,-35.727951,-13.499512,-94.845314,-63.653389,-17.067719,-15.481354,-99.827141,-20.047554,-117.652435,-99.242798,-21.099945,-33.56723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2527,'2016/11/03 14:07:20:771',52,-34.616898,-11.731277,27.31694,-85.513535,-34.533424,56.03125,-36.152138,-14.396683,-97.19593,-65.044586,-17.921394,-19.275894,-100.01268,-20.972336,-123.204628,-100.404663,-21.982681,-39.111023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2528,'2016/11/03 14:07:20:823',52,-36.587692,-12.690018,26.218506,-88.129562,-34.833801,53.631195,-37.195328,-15.70459,-98.394424,-66.829781,-18.723473,-21.487793,-101.302307,-21.616478,-126.41481,-102.100792,-22.529884,-42.320129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2529,'2016/11/03 14:07:20:875',52,-38.185684,-13.074631,26.464203,-90.135132,-34.954689,52.091599,-37.742867,-16.643539,-98.432259,-68.138954,-19.142036,-22.637344,-102.1241,-21.79882,-128.562851,-103.286545,-22.813278,-44.489166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2530,'2016/11/03 14:07:20:923',52,-39.072128,-13.249161,26.389999,-91.280991,-34.880058,51.413269,-38.210526,-17.229607,-98.650276,-68.93795,-19.369194,-23.335297,-103.092308,-21.710907,-129.581818,-104.06237,-22.893707,-45.512238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2531,'2016/11/03 14:07:20:971',52,-39.975807,-13.059601,26.504822,-92.322929,-34.560257,51.399719,-39.375694,-17.426682,-99.333527,-69.952385,-19.321381,-23.711395,-104.98468,-20.843781,-129.368408,-105.231979,-22.411934,-45.311432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2532,'2016/11/03 14:07:21:024',52,-41.134033,-12.243378,24.842987,-93.349609,-33.514343,52.340683,-41.834839,-17.36866,-101.397408,-71.631592,-18.891487,-24.423492,-108.336166,-20.130745,-128.164444,-107.213158,-21.717682,-44.127533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2533,'2016/11/03 14:07:21:074',52,-41.997208,-11.87915,22.606186,-93.6427,-33.60894,52.275558,-44.277931,-16.972488,-104.208168,-73.029037,-18.91066,-25.650162,-111.470673,-19.603798,-127.01326,-108.892288,-21.658401,-43.178467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2534,'2016/11/03 14:07:21:125',52,-44.146446,-12.527313,19.353455,-95.557114,-34.032578,51.857117,-48.346535,-17.290817,-107.45874,-75.975525,-19.403877,-27.265076,-116.009933,-19.442657,-125.966377,-112.143723,-21.785812,-42.390335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2535,'2016/11/03 14:07:21:172',52,-45.748581,-12.038269,15.966492,-96.427155,-33.966187,51.239548,-51.308578,-17.015511,-110.561134,-77.977631,-19.381012,-29.068115,-119.140335,-19.827423,-125.732117,-114.282883,-22.063965,-42.35025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2536,'2016/11/03 14:07:21:223',52,-48.304733,-11.740295,9.921127,-98.039421,-33.946907,49.373703,-55.994148,-16.745514,-115.908569,-81.208076,-19.500618,-32.581253,-123.928734,-20.532173,-126.19474,-117.676727,-22.545792,-43.162201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2537,'2016/11/03 14:07:21:272',52,-50.331589,-13.002808,6.138885,-100.036285,-34.847069,47.113678,-59.554237,-16.656738,-119.4217,-83.882751,-20.254723,-35.226486,-127.507813,-20.543938,-126.912117,-120.503128,-22.932182,-44.202576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2538,'2016/11/03 14:07:21:323',52,-52.228882,-12.860397,3.36319,-101.589981,-34.462585,46.935791,-62.774017,-16.305695,-121.440292,-86.291603,-20.079697,-36.343719,-130.73616,-20.915222,-126.316902,-122.975822,-22.891098,-43.812454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2539,'2016/11/03 14:07:21:372',52,-55.080887,-11.649689,-0.041626,-103.635986,-33.959152,44.840744,-66.510872,-15.545639,-124.923195,-89.28923,-19.498207,-39.048386,-134.373535,-20.883537,-127.549301,-125.963524,-22.767326,-45.296051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2540,'2016/11/03 14:07:21:423',52,-58.204964,-12.021896,-3.462128,-106.303253,-34.347183,43.474838,-71.314255,-15.534424,-127.870331,-92.992523,-19.687126,-40.881073,-139.303772,-20.368851,-126.758041,-129.760315,-22.787766,-45.119873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2541,'2016/11/03 14:07:21:471',52,-63.17775,-10.764725,-6.847473,-110.843735,-32.780365,42.880371,-77.097527,-15.599503,-130.687668,-98.214462,-18.929062,-42.873779,-145.009933,-20.733833,-127.474503,-134.966461,-22.320496,-45.938553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2542,'2016/11/03 14:07:21:523',52,-67.740181,-10.149139,-8.849686,-115.454216,-31.643166,42.270004,-81.825798,-15.892838,-132.312714,-102.930756,-18.472664,-44.307816,-149.734665,-21.02137,-128.71553,-139.661163,-22.027344,-47.129608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2543,'2016/11/03 14:07:21:572',52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2544,'2016/11/03 14:07:21:624',52,-70.79525,-10.498489,-10.30014,-118.454803,-31.248642,43.182709,-86.452545,-15.931198,-132.811249,-106.76268,-18.154022,-43.96106,-154.52713,-20.244354,-126.185593,-143.542038,-21.537849,-45.122803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2545,'2016/11/03 14:07:21:671',52,-70.978928,-11.241852,-10.381927,-119.174629,-30.964287,43.95079,-87.139511,-15.961304,-132.166382,-107.449097,-17.970047,-43.281036,-155.498764,-19.569374,-125.218872,-144.248444,-21.228096,-44.350784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2546,'2016/11/03 14:07:21:723',52,-70.229378,-11.357529,-9.332916,-118.534149,-31.034035,44.72551,-86.794487,-15.646484,-131.367264,-106.917412,-17.820221,-42.332428,-155.225815,-18.824997,-123.797623,-143.736603,-20.954498,-43.14801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2547,'2016/11/03 14:07:21:775',52,-68.701889,-11.327744,-6.030853,-117.685364,-30.579201,46.595306,-84.853729,-15.141052,-128.622894,-105.465096,-17.309822,-40.056229,-153.259918,-17.944489,-122.659004,-142.309616,-20.212982,-41.725082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2548,'2016/11/03 14:07:21:823',52,-66.3936,-10.465286,-2.424408,-115.710045,-29.85997,48.544052,-81.997429,-14.097473,-125.724472,-103.077911,-16.39711,-37.647156,-150.340134,-17.029839,-121.427101,-139.890045,-19.442245,-40.244995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2549,'2016/11/03 14:07:21:872',52,-63.828194,-9.708466,-0.367142,-112.933258,-29.757904,49.692322,-79.481148,-13.225891,-124.077957,-100.494125,-15.736588,-35.981491,-147.776337,-15.987305,-119.621101,-137.277328,-18.978394,-38.600861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2550,'2016/11/03 14:07:21:925',52,-62.315727,-9.919022,1.207092,-111.857658,-29.595047,50.571289,-77.765144,-12.823486,-122.435059,-99.047256,-15.351242,-34.611465,-145.965973,-15.008682,-118.802338,-135.8638,-18.305672,-37.655487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2551,'2016/11/03 14:07:21:972',52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2552,'2016/11/03 14:07:22:024',52,-60.406708,-9.062439,1.911835,-109.739777,-29.458466,50.058594,-75.457893,-11.843338,-121.967087,-96.885574,-14.589844,-34.333664,-143.397781,-13.695221,-118.841248,-133.691925,-17.574097,-37.672485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2553,'2016/11/03 14:07:22:072',52,-59.991547,-9.023666,1.941223,-109.396011,-29.369362,49.935333,-74.999664,-11.679901,-121.945412,-96.467209,-14.4617,-34.360245,-142.810165,-13.51535,-119.030624,-133.281113,-17.37915,-37.76973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2554,'2016/11/03 14:07:22:121',52,-59.447418,-8.705322,1.963974,-108.987762,-28.834335,50.036224,-74.349449,-11.588913,-121.893463,-95.914749,-14.067078,-34.342117,-142.039963,-13.081863,-119.196083,-132.750763,-16.811371,-37.775497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2555,'2016/11/03 14:07:22:174',52,-58.936234,-8.811157,1.781677,-108.64724,-28.589493,50.119965,-73.864288,-11.591492,-121.854004,-95.459213,-13.917618,-34.301865,-141.437973,-12.776413,-119.217712,-132.318481,-16.476959,-37.707825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2556,'2016/11/03 14:07:22:224',52,-58.779518,-8.121994,1.950745,-108.308609,-28.216919,50.103058,-73.515656,-11.334518,-121.826271,-95.194824,-13.51828,-34.334015,-140.990356,-12.568405,-119.419128,-132.027252,-16.277832,-37.840088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
2557,'2016/11/03 14:07:22:273',52,-58.699173,-7.267731,2.286163,-107.838203,-28.186646,49.524902,-73.16198,-11.212921,-122.212341,-94.861389,-13.262909,-34.719604,-140.645477,-12.310394,-119.717529,-131.678421,-16.147858,-38.183868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,?
