@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute outputs-1 {0,1,2,3,4,5}
@attribute outputs-2 {0,1,2,3,4,5}

@data
2788,'2016/11/03 14:18:43:549',57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.878098,-43.017426,12.429352,49.434708,-47.727264,108.232849,28.197113,-26.424385,-66.775833,34.937424,-29.939484,29.202759,68.725357,-45.197395,48.781723,71.793945,-27.273888,30.630798,?,1
2789,'2016/11/03 14:18:43:601',57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.004028,-44.534126,13.752319,47.281357,-49.084,109.935974,27.253616,-28.472336,-65.925018,33.306122,-31.430397,30.301208,66.963547,-46.644081,51.277283,70.158615,-28.819847,32.612457,?,1
2790,'2016/11/03 14:18:43:649',57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.654312,-45.457458,13.840179,46.019867,-50.154961,110.135315,26.687027,-29.90667,-65.870636,32.253159,-32.422546,30.473267,65.913376,-47.55648,51.949158,69.086243,-29.730759,33.347946,?,1
2791,'2016/11/03 14:18:43:699',57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1
2792,'2016/11/03 14:18:43:752',57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.87085,-46.044212,12.716309,45.202621,-50.986938,109.697327,27.543472,-31.525291,-66.829224,32.02388,-33.182388,29.734589,65.538467,-48.298035,52.198166,68.831528,-30.493553,33.760605,?,1
2793,'2016/11/03 14:18:43:802',57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.085785,-46.059807,12.039001,45.162827,-51.120796,109.313049,28.342224,-31.703796,-67.39418,32.255386,-33.260254,29.254242,65.747452,-48.29644,52.089966,69.028976,-30.465187,34.001617,?,1
2794,'2016/11/03 14:18:43:850',57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.914154,-45.907745,10.424652,45.393646,-51.207726,108.320435,30.273697,-31.686653,-68.704468,33.089355,-33.220963,28.065826,66.502487,-48.120979,51.879272,69.782776,-30.236572,34.341217,?,1
2795,'2016/11/03 14:18:43:901',57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.967453,-45.392097,8.766144,46.38031,-51.092415,106.853241,31.687363,-31.02346,-69.798233,34.110153,-32.86187,26.968796,67.645523,-47.596558,50.862244,70.74086,-29.62458,33.854218,?,1
2796,'2016/11/03 14:18:43:949',57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.230804,-44.662628,7.739258,48.145416,-50.351372,106.019043,32.709396,-30.36248,-70.431,35.559235,-32.148254,26.295807,69.156631,-46.937584,49.549683,72.234894,-28.994781,32.414474,?,1
2797,'2016/11/03 14:18:43:999',57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.921616,-44.110039,6.832977,50.091217,-49.583298,105.600098,34.083252,-29.744072,-70.88504,37.167557,-31.547646,25.831879,70.934906,-46.163605,48.795944,73.838562,-28.245712,31.493378,?,1
2798,'2016/11/03 14:18:44:050',57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.327194,-43.802544,7.163177,51.913391,-48.722672,106.648407,35.29361,-29.652275,-70.376801,38.766235,-31.111168,26.360596,72.52829,-45.74308,49.25975,75.486633,-27.9478,31.184799,?,1
2799,'2016/11/03 14:18:44:102',57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.049362,-44.169243,7.213043,53.020905,-48.211945,108.039764,36.29715,-29.965263,-69.895782,39.992477,-31.10743,26.89621,73.533188,-45.933334,50.268784,76.782974,-28.327652,31.13147,?,1
2800,'2016/11/03 14:18:44:150',57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1
2801,'2016/11/03 14:18:44:198',57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.125702,-44.396469,6.901184,53.927979,-48.128426,108.551208,37.802704,-29.684944,-69.791397,41.163071,-31.12719,27.078842,74.653717,-45.880493,51.108978,77.930969,-28.296448,31.859833,?,1
2802,'2016/11/03 14:18:44:251',57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.335159,-44.365761,6.804291,54.095016,-48.259155,108.578156,38.150467,-29.462395,-69.592972,41.372711,-31.122353,27.280151,74.905533,-45.817612,51.293259,78.117523,-28.189011,32.354309,?,1
2803,'2016/11/03 14:18:44:299',57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.357391,-44.347672,7.029938,54.202774,-48.554581,108.88562,38.349808,-29.169823,-68.878799,41.463974,-31.174385,27.966721,75.073868,-45.809586,51.784775,78.179382,-28.100319,33.330429,?,1
2804,'2016/11/03 14:18:44:350',57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.310013,-44.349785,7.394806,54.080093,-48.703094,109.181122,38.190094,-29.001762,-68.336029,41.360641,-31.171356,28.482269,74.928345,-45.916061,52.05542,78.090454,-28.18644,33.791229,?,1
2805,'2016/11/03 14:18:44:398',57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.146942,-44.225586,7.557678,53.895248,-48.791283,109.230347,37.8909,-28.790962,-68.015182,41.105591,-31.134697,28.77182,74.715652,-45.866295,52.052353,77.829346,-28.104012,34.071014,?,1
2806,'2016/11/03 14:18:44:449',57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.684113,-44.028206,7.547852,53.529678,-48.815666,109.155487,37.263321,-28.678085,-67.891739,40.654144,-31.08947,28.863205,74.256546,-45.885902,51.756592,77.396164,-28.128288,33.906525,?,1
2807,'2016/11/03 14:18:44:501',57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.982101,-43.923248,7.210083,52.904709,-48.511864,109.10788,36.511139,-28.719498,-68.204956,40.08313,-30.921677,28.567184,73.547882,-45.889435,51.472382,76.869431,-28.209854,33.245544,?,1
2808,'2016/11/03 14:18:53:221',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.886154,-30.269287,-0.793793,66.766327,-40.736389,45.637375,51.322281,-47.170639,-16.11232,50.041504,-23.297768,-32.096268,83.654449,-30.960373,-130.852478,84.829071,-30.605804,-49.194336,?,2
2809,'2016/11/03 14:18:53:270',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.67775,-30.670189,-1.492462,66.559265,-41.001488,45.178192,51.315002,-47.449265,-16.763306,49.888245,-23.550446,-32.583954,83.689941,-30.894089,-131.031677,84.764618,-30.697815,-49.406616,?,2
2810,'2016/11/03 14:18:53:320',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.555191,-30.75174,-1.65448,66.446854,-41.063072,45.024017,51.268372,-47.50576,-17.015518,49.798721,-23.585037,-32.715515,83.609024,-30.798599,-131.057281,84.700287,-30.684547,-49.463806,?,2
2811,'2016/11/03 14:18:53:367',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.217178,-30.888885,-1.658691,66.141327,-41.03492,45.13591,51.012589,-47.584389,-17.096451,49.485031,-23.650864,-32.746017,83.326447,-30.835396,-130.92955,84.42337,-30.689812,-49.354858,?,2
2812,'2016/11/03 14:18:53:419',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.530258,-30.931541,-1.56839,65.441132,-40.970703,45.48172,50.397247,-47.645187,-16.878067,48.890991,-23.7061,-32.683243,82.826431,-30.896767,-130.588943,83.854675,-30.764061,-49.009399,?,2
2813,'2016/11/03 14:18:53:468',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.824982,-30.869179,-1.042145,64.819244,-40.978653,45.488708,49.860062,-47.58268,-16.881012,48.396912,-23.610138,-32.625214,82.339142,-30.72419,-130.445526,83.349182,-30.726738,-48.872375,?,2
2814,'2016/11/03 14:18:53:519',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.092316,-30.777687,-0.193619,64.199356,-40.836838,45.794769,49.4142,-47.559502,-16.300186,47.814331,-23.599495,-32.558182,81.722015,-30.811523,-130.169601,82.787079,-30.716286,-48.619629,?,2
2815,'2016/11/03 14:18:53:567',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,2
2816,'2016/11/03 14:18:53:620',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.797073,-30.891617,1.568787,63.05011,-40.45166,47.510605,48.46257,-47.400612,-14.293884,46.513809,-23.444992,-31.067581,80.346024,-30.54187,-128.489105,81.564178,-30.376099,-46.998444,?,2
2817,'2016/11/03 14:18:53:667',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.360764,-32.111992,3.076019,61.793274,-40.982574,49.094955,47.576187,-47.66465,-13.086014,44.961182,-23.599312,-28.630096,79.066818,-29.389137,-126.08902,80.218292,-29.854233,-44.643875,?,2
2818,'2016/11/03 14:18:53:720',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.505569,-33.6521,5.210724,60.061981,-41.367699,52.062607,46.589996,-47.869148,-10.810196,42.810638,-23.747902,-24.895721,77.591034,-27.713303,-121.762207,78.444534,-28.808372,-40.416901,?,2
2819,'2016/11/03 14:18:53:767',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.405182,-35.959801,4.82103,57.980331,-41.567322,53.641754,45.618393,-48.435577,-9.909698,40.061768,-24.47702,-23.528152,75.807541,-26.640335,-119.048904,76.163864,-27.815231,-37.789688,?,2
2820,'2016/11/03 14:18:53:819',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112839,-38.509674,1.77356,54.827713,-42.009079,55.782822,44.711411,-49.145248,-9.245804,37.202454,-25.478401,-22.527863,75.273636,-25.186707,-114.268463,73.82756,-26.699272,-33.160507,?,2
2821,'2016/11/03 14:18:53:868',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.987183,-38.296822,2.834702,52.325897,-42.190994,58.298218,42.98465,-48.814644,-7.728912,34.937485,-25.147949,-19.450714,73.721497,-23.654663,-109.688637,71.677048,-25.664154,-28.759659,?,2
2822,'2016/11/03 14:18:53:923',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.159149,-37.426392,4.273315,49.660446,-42.036438,61.32782,40.78392,-48.571709,-4.837311,32.818314,-24.91333,-16.79776,72.156097,-23.91143,-105.982712,69.613602,-25.476074,-25.114563,?,2
2823,'2016/11/03 14:18:53:967',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,2
2824,'2016/11/03 14:18:54:020',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.661621,-37.12603,6.15274,44.346313,-42.093979,69.594116,37.594223,-49.183807,3.18045,30.345718,-25.654549,-11.84967,72.692474,-26.340714,-95.473488,67.314575,-26.641922,-15.162476,?,2
2825,'2016/11/03 14:18:54:068',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.753647,-38.560326,5.108307,41.91066,-42.443535,73.401642,37.242737,-49.988495,7.115448,29.357391,-26.826782,-10.152344,73.952271,-27.318665,-89.008438,66.382507,-26.941391,-9.511002,?,2
2826,'2016/11/03 14:18:54:120',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.977753,-38.958977,2.668121,39.839691,-43.643913,75.988831,37.29361,-50.616112,9.777695,29.324966,-27.554314,-8.101654,76.171204,-27.756004,-81.441971,66.271683,-27.299911,-3.174316,?,2
2827,'2016/11/03 14:18:54:167',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.099304,-40.117264,-1.029556,38.683701,-44.708023,77.41037,38.446854,-52.464836,12.41185,30.059967,-29.960503,-9.288956,79.045929,-30.659538,-76.521484,66.77449,-28.801254,0.021393,?,2
2828,'2016/11/03 14:18:54:221',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.089218,-41.051468,-2.825043,38.744308,-46.00312,77.563904,39.517319,-53.788597,12.967712,30.939484,-31.433037,-9.671402,80.917542,-32.477463,-73.8433,67.506851,-29.90638,1.496918,?,2
2829,'2016/11/03 14:18:54:268',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.624176,-41.954651,-4.425385,39.769119,-47.699089,76.588074,41.026596,-54.925652,11.589722,32.111816,-32.486343,-9.918716,82.531342,-33.310272,-72.517555,68.591797,-30.659782,2.09227,?,2
2830,'2016/11/03 14:18:54:320',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.629776,-42.732368,-5.399323,40.725967,-49.484169,75.130676,42.0103,-56.104424,9.862228,32.949829,-33.53154,-10.378326,83.278839,-34.580971,-72.612122,69.432693,-31.73674,1.630112,?,2
2831,'2016/11/03 14:18:54:387',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.982635,-42.920006,-3.950928,42.845276,-50.739059,72.197723,42.914124,-56.826065,6.736496,33.322815,-34.164452,-11.716827,82.381851,-35.599586,-77.500221,70.011536,-32.386215,-2.679901,?,2
2832,'2016/11/03 14:18:54:434',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,2
2833,'2016/11/03 14:18:54:487',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.895432,-42.832077,14.319672,51.324631,-50.689468,65.755951,44.055161,-56.238304,2.205933,32.223969,-33.613625,-10.242737,71.772232,-35.763931,-97.107033,68.90123,-31.554939,-19.047867,?,2
2834,'2016/11/03 14:18:54:535',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.736084,-44.367035,23.356445,59.44957,-50.676788,56.911194,47.647217,-55.414505,-3.803375,33.619965,-33.193176,-9.511002,65.071823,-33.710732,-107.704201,68.958847,-29.592331,-29.964142,?,2
2835,'2016/11/03 14:18:54:587',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.868607,-45.602119,23.157745,64.470047,-50.098694,51.771347,51.844284,-55.097908,-7.190887,36.659775,-33.399765,-12.715668,65.787155,-33.9776,-113.29248,71.399551,-29.100746,-36.265396,?,2
2836,'2016/11/03 14:18:54:635',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.566727,-47.733727,21.563843,66.537109,-50.194107,48.524887,54.155487,-55.522675,-9.493668,38.03421,-34.345535,-16.223633,66.831161,-34.988174,-117.061752,72.564743,-29.508705,-40.311783,?,2
2837,'2016/11/03 14:18:54:686',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.182999,-48.436935,21.78949,67.414566,-50.665512,46.405991,54.830856,-55.739693,-10.528214,38.486145,-34.72049,-17.378113,66.4245,-35.450554,-119.153839,72.848572,-29.950813,-42.542114,?,2
2838,'2016/11/03 14:18:54:734',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.799042,-49.376984,21.459763,67.20015,-50.577484,44.985352,54.674362,-55.75705,-11.263855,37.842865,-35.031105,-18.679398,65.332138,-35.856606,-120.858345,72.05452,-30.027222,-44.373169,?,2
2839,'2016/11/03 14:18:54:787',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.778503,-50.023941,21.56308,66.339218,-50.82563,43.723511,53.6716,-55.897972,-12.145935,36.632385,-35.289291,-19.277481,63.527771,-35.990517,-122.008858,70.707718,-30.14254,-45.521805,?,2
2840,'2016/11/03 14:18:54:835',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.844162,-50.371956,21.345139,64.473785,-50.98188,42.899231,51.745819,-56.05542,-12.642548,34.582047,-35.535126,-19.892487,61.150513,-36.316582,-122.96199,68.583099,-30.356758,-46.492828,?,2
2841,'2016/11/03 14:18:54:886',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.037994,-50.517952,21.738327,63.736298,-51.189217,42.480164,50.857147,-56.148415,-12.896622,33.671753,-35.635956,-19.777496,59.872864,-36.311882,-123.227295,67.597672,-30.433105,-46.742325,?,2
2842,'2016/11/03 14:18:54:934',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.661087,-50.629257,22.328369,62.396698,-51.036888,42.676514,49.658783,-56.150993,-12.434204,32.223618,-35.828087,-19.965714,58.406555,-36.719383,-123.392433,66.116272,-30.50219,-46.934631,?,2
2843,'2016/11/03 14:18:54:986',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.239334,-51.17202,22.924042,61.040024,-51.307381,42.670822,48.453018,-56.61364,-12.26358,30.817856,-36.459801,-20.486588,57.105881,-37.50679,-123.893349,64.698853,-31.046143,-47.392303,?,2
2844,'2016/11/03 14:18:55:035',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452637,-51.133438,23.615509,60.299866,-51.915565,42.779022,47.70874,-56.898331,-12.174393,30.320663,-36.62854,-20.116348,56.634064,-37.483894,-123.651825,64.290375,-31.397942,-46.811234,?,2
2845,'2016/11/03 14:18:55:087',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000122,-51.053726,24.138657,59.891495,-52.346733,42.695297,47.393555,-57.066345,-12.266296,30.093796,-36.773605,-20.061279,56.519806,-37.377258,-123.582169,64.132477,-31.583176,-46.44281,?,2
2846,'2016/11/03 14:18:55:134',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.422623,-51.030106,24.291061,59.468246,-52.638962,42.775879,47.126434,-57.203796,-12.265137,29.881592,-36.91494,-20.130325,56.535507,-37.371918,-123.481148,64.004166,-31.743515,-46.081924,?,2
2847,'2016/11/03 14:18:55:187',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.01088,-50.982544,22.912399,58.694183,-52.918907,43.538147,46.82254,-57.266792,-11.994263,29.768082,-36.913361,-20.142471,57.298721,-37.061951,-122.755615,64.146713,-31.803589,-44.732758,?,2
2848,'2016/11/03 14:18:55:234',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.746017,-50.628555,17.866623,57.229446,-52.785858,45.69577,46.894897,-57.242432,-11.016083,30.265823,-36.853828,-21.612213,60.63887,-37.262283,-121.16394,65.317886,-31.987259,-42.264252,?,2
2849,'2016/11/03 14:18:55:287',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.374222,-51.244621,3.021454,53.404068,-53.427818,50.987091,47.93248,-57.887375,-8.48909,32.474518,-37.494095,-24.76178,70.776474,-37.817535,-112.523773,68.745819,-32.680908,-32.928986,?,2
2850,'2016/11/03 14:18:55:335',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.990265,-51.34362,-4.667007,51.348038,-53.508331,53.695236,48.447479,-58.336731,-6.345642,33.914642,-38.007988,-26.275818,75.894531,-39.018623,-106.736,70.43367,-33.36982,-28.036377,?,2
2851,'2016/11/03 14:18:55:386',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.290344,-50.733215,-12.558197,48.350433,-53.439957,57.602295,48.016434,-59.607819,-2.192749,34.997437,-39.515327,-27.545441,80.506088,-42.61718,-99.524567,71.557129,-35.346283,-23.066803,?,2
2852,'2016/11/03 14:18:55:435',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.536407,-49.712242,-17.663239,46.040131,-54.507179,59.856903,47.663483,-59.904617,-0.152008,35.922348,-39.416473,-25.740555,83.976593,-42.03035,-91.298866,72.31041,-35.76812,-15.673965,?,2
2853,'2016/11/03 14:18:55:486',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971924,-48.749069,-20.717255,45.321198,-55.282631,61.06308,47.915665,-60.558426,0.802795,37.386429,-39.741226,-24.92215,86.754349,-43.013542,-86.562836,73.659698,-36.849152,-11.831482,?,2
2854,'2016/11/03 14:18:55:534',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.014481,-48.454292,-23.511017,45.04364,-55.993576,60.478241,48.196426,-61.095711,-0.095978,38.32016,-40.042725,-25.405304,88.473526,-43.527191,-84.806587,74.489349,-37.5812,-10.597244,?,2
2855,'2016/11/03 14:18:55:586',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.569183,-48.530304,-26.24263,45.028763,-56.577637,58.551392,48.351257,-61.368958,-2.456207,38.5289,-40.147507,-26.75972,88.997864,-43.414391,-85.442078,74.65509,-37.756104,-11.440033,?,2
2856,'2016/11/03 14:18:55:634',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.062637,-48.748817,-28.066299,44.862518,-57.037804,57.83136,48.3741,-61.73999,-3.445251,38.788696,-40.396103,-27.319183,89.63356,-43.994774,-84.888771,74.876114,-38.194916,-11.42569,?,2
2857,'2016/11/03 14:18:55:686',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.042252,-49.142242,-29.984375,44.148331,-57.443611,57.28186,47.965118,-62.190483,-4.024139,38.731903,-40.777542,-28.02005,90.083069,-44.820107,-84.056351,74.748093,-38.79364,-11.270813,?,2
2858,'2016/11/03 14:18:55:734',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,2
2859,'2016/11/03 14:18:55:787',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.179932,-49.729919,-31.421356,43.213928,-57.705254,56.22937,47.178787,-62.460442,-4.95961,37.774261,-41.128479,-29.190018,89.577316,-45.03299,-84.442642,73.743149,-38.928688,-12.208984,?,2
2860,'2016/11/03 14:18:55:835',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81044,-50.02076,-31.54425,42.992615,-57.63221,56.095093,46.867859,-62.635147,-4.986282,37.348648,-41.429405,-29.777954,89.180817,-45.597832,-85.074539,73.340057,-39.090591,-13.13208,?,2
2861,'2016/11/03 14:18:55:886',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.180008,-50.4496,-31.725677,42.670593,-57.58606,55.659302,46.424026,-62.978127,-5.639496,36.621155,-41.879547,-30.752365,88.427185,-46.122887,-86.393745,72.637985,-39.254211,-14.648697,?,2
2862,'2016/11/03 14:18:55:939',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.734543,-50.564888,-31.456207,42.282959,-57.636635,55.885849,46.095734,-63.089462,-5.744049,36.100052,-41.949257,-30.511047,87.998184,-46.068214,-86.045113,72.100616,-39.170555,-14.438477,?,2
2863,'2016/11/03 14:18:55:986',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516525,-50.596817,-31.057587,42.074524,-57.694397,56.244232,45.91127,-63.109283,-5.537842,35.854797,-41.92131,-30.030579,87.832077,-45.986565,-85.510559,71.851913,-39.121704,-13.951614,?,2
2864,'2016/11/03 14:18:56:035',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26915,-50.77877,-30.84581,41.976669,-57.744728,56.229675,45.757629,-63.228447,-5.607147,35.581238,-42.048737,-30.0914,87.604279,-46.081871,-85.780273,71.595398,-39.17981,-14.260773,?,2
2865,'2016/11/03 14:18:56:087',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191406,-50.850616,-30.655228,41.960159,-57.763618,56.319885,45.747681,-63.255318,-5.690765,35.461304,-42.041336,-29.934875,87.528168,-45.982117,-85.688789,71.477264,-39.116501,-14.194412,?,2
2866,'2016/11/03 14:18:56:134',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,2
2867,'2016/11/03 14:18:56:186',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045898,-50.937698,-30.371399,41.83847,-57.899063,56.463989,45.566299,-63.232971,-5.770386,35.158051,-41.939819,-29.422546,87.22728,-45.844215,-85.353249,71.192123,-39.005623,-13.869019,?,2
2868,'2016/11/03 14:18:56:234',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.253128,-51.062889,-29.790726,41.705795,-57.962189,56.682251,45.297913,-63.185211,-5.769806,34.75058,-41.844536,-28.902191,86.646667,-45.804367,-85.269272,70.820404,-38.891174,-13.72522,?,2
2869,'2016/11/03 14:18:56:287',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.990692,-50.828117,-28.510437,41.389114,-58.02182,56.917358,44.712372,-62.970108,-5.893265,34.027649,-41.510513,-27.988739,85.711639,-45.304535,-85.328384,70.168091,-38.625061,-13.433975,?,2
2870,'2016/11/03 14:18:56:335',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.971817,-50.56514,-25.879425,41.143433,-57.932434,57.888123,44.003876,-62.695564,-5.751282,33.000473,-41.126503,-26.305695,84.18309,-44.93811,-85.196327,69.242767,-38.190987,-12.928284,?,2
2871,'2016/11/03 14:18:56:387',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.381836,-50.454735,-23.313385,40.453186,-57.847725,58.888641,42.801224,-62.606964,-5.008026,31.62114,-41.021637,-24.985611,82.145798,-45.513115,-85.226089,67.969391,-38.094215,-12.854858,?,2
2872,'2016/11/03 14:18:56:434',58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.279678,-51.066963,-20.95813,39.476349,-57.924393,59.563446,41.373428,-62.74514,-4.366959,29.67038,-41.316376,-24.16745,79.56192,-45.952538,-85.866028,66.062683,-38.017998,-13.335709,?,2
